id,category,label,link
159,COMMIT,documentation -> improving writing,https://github.com/rndfm/elspotpris/commit/324a824e1a01d9a8e67e83b8aa73dc8a50e90299
161,COMMIT,software quality -> testing -> generating tests,https://github.com/internetarchive/iari/commit/dc8b64e6c6cb723caac082debd1a3aa738537def
171,COMMIT,software quality -> testing -> generating tests,https://github.com/dmarx/keyframed/commit/d653501b1ccd2a74bdf371c93439080225f043a7
173,COMMIT,software quality -> code review,https://github.com/voaneves/snake-on-pygame/commit/8e4a8300f31e55e2a91dbde648b3fc44cf3cc159
174,COMMIT,software quality -> refactoring,https://github.com/voaneves/snake-on-pygame/commit/4132bc30fca0bf0f99cdce774625b00403a54618
175,COMMIT,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/lunasec-io/lunasec/commit/3a064c193155644df8545844e68db0f8ed3398e3
176,COMMIT,development environment -> setting/implementing a new configuration file,https://github.com/dotabod/backend/commit/fd17bfd2f16dffb8d48e9404065f07a82d26c32d
178,COMMIT,"documentation -> improving writing,learning -> how to use a library/framework/tool -> generating code examples",https://github.com/plops/cl-cpp-generator2/commit/013aea07f78f38ea5e43718413fcf25986dd8042
179,COMMIT,"documentation -> improving writing,learning -> how to use a library/framework/tool -> generating code examples",https://github.com/plops/cl-cpp-generator2/commit/06ebb520398f57ae0e96b6014388e233cbd83792
180,COMMIT,documentation -> improving writing,https://github.com/remotion-dev/remotion/commit/dedc301a91107563300f8259f3839459ca335acc
182,COMMIT,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/plops/cl-cpp-generator2/commit/8ca400a8cca936a8b272671ee1133769620f66dd
185,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/bedrock-tool/bedrocktool/commit/3dba4525b50dd58afe2440e56d4979c02da7a98f
186,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/alesimula/wsa_pacman/commit/718a72691dc9e8597732a91cbbf2d2d7b65ae423
187,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/alesimula/wsa_pacman/commit/ddbc335905126e70e00e96aac8d9d9d384703299
189,COMMIT,documentation -> generating code comments,https://github.com/ssh-mitm/ssh-mitm/commit/acc3ed63a38c557265c9f548acd1704bfeb76130
191,COMMIT,"documentation -> improving writing,software quality -> fixing -> functional bugs",https://github.com/tmptrash/gra/commit/5f1626f2caacbadf795e551731935f28bc26011a
192,COMMIT,documentation -> improving writing,https://github.com/tmptrash/gra/commit/658b09815f64db369c982228cd03b28567e31bd7
193,COMMIT,documentation -> improving writing,https://github.com/sign/translate/commit/126eef1dcf4978e7b0ff64341df193ddbe59a6aa
196,COMMIT,documentation -> improving writing,https://github.com/akawashiro/jendeley/commit/e37e5d31de8bea7dfff72c0957cf96aa0630481b
197,COMMIT,documentation -> improving writing,https://github.com/akawashiro/jendeley/commit/d08e7e2f367bcb4284b7b56de2dd358482a8705a
198,COMMIT,generating/manipulating data,https://github.com/reorx/jsoncv/commit/1d5f8f1da06a167f5419785013e1c8f5918b0719
199,COMMIT,documentation -> improving writing,https://github.com/indeedeng/iwf/commit/5ef2d83c1327254d6f1ba6419c2077dd85cce89c
204,COMMIT,software quality -> refactoring,https://github.com/irislib/iris-messenger/commit/16b2fb12dbe2c14f51b12e7cbdaa7823ebe97eb8
205,COMMIT,software quality -> refactoring,https://github.com/mzbac/chatgpt-plus-api-client/commit/a4bcbab51f1b870e18f6ac49fb0ceb3f843d51f4
206,COMMIT,software quality -> refactoring,https://github.com/mzbac/chatgpt-plus-api-client/commit/993ade2d835e81fe0bda852ac7f1a47101a4a9d3
211,COMMIT,feature implementation/enhancement -> feature enhancement,https://github.com/abulka/pynsource/commit/ab45119ae156a732d6a05b41e527b4a2d416be73
213,COMMIT,feature implementation/enhancement -> implementing a new feature,https://github.com/lefticus/raycasting/commit/cc916dccfa0d7887f9ecf3baad88f4bcdcf8b772
214,COMMIT,"development environment -> continuous integration -> implementing/fixing jobs/actions,documentation -> improving writing",https://github.com/sandrohanea/whisper.net/commit/e38ebcf93efc5a8eb3d23ff39ae384a143aad38e
215,COMMIT,documentation -> generating readme,https://github.com/foyzulkarim/mern-video-streaming/commit/4c3ab666e588499a96891a32cbaebea2b72cbf5f
218,COMMIT,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/cmontalvo251/aerospace/commit/a5fe3812b94eafab19a7e8359dd79efe81f44c36
219,COMMIT,documentation -> improving writing,https://github.com/thingnotok/obsidian-toggle-list/commit/06bd12bdc37f798e8b0df076eed90112a4017bcc
220,COMMIT,documentation -> generating code comments,https://github.com/nag763/tchatchers/commit/0d769317148a5393a38b9249c5ec80200059f64d
221,COMMIT,documentation -> improving writing,https://github.com/layerswap/project-stork/commit/526261e96e51c6b53542a191c8178501104f222b
222,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/deephaven/web-client-ui/commit/d852e495a81c26a9273d6f8a72d4ea9fe9a04668
233,COMMIT,documentation -> generating code comments,https://github.com/mosn/layotto/commit/5d373b430b08ab91687848f628b9eb24814eb448
239,COMMIT,software quality -> refactoring,https://github.com/emacs-eaf/eaf-file-manager/commit/05627c8f6c0304f3245b96a9fbddcd9fdc6bd127
240,COMMIT,software quality -> code review -> spotting bugs,https://github.com/mosn/layotto/commit/a81bb9de9f4ccee5487749f324d306ae38ba4ef9
244,COMMIT,feature implementation/enhancement -> feature enhancement -> upgrade to latest version of a library,https://github.com/amosjyng/zamm/commit/11c62645e848e4d456bc74f2e3e49acf7ba7f494
249,COMMIT,development environment -> continuous integration -> implementing/fixing jobs/actions,https://github.com/remoteit/desktop/commit/2b9197ae35e14fe1c629673f921693b560bd58f4
254,COMMIT,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/mosn/layotto/commit/d0b9f98d94366fcbb287c22a7b3541af97aa3f13
257,COMMIT,documentation -> generating code comments,https://github.com/lumo-tech/lumo/commit/23637abc9066e1e7ccc4b898b4af1b04b9625fcf
258,COMMIT,documentation -> generating code comments,https://github.com/lumo-tech/lumo/commit/f7fa88fa9d83082cfc923b2577ed76b4d51adcfb
259,COMMIT,documentation -> generating code comments,https://github.com/lumo-tech/lumo/commit/d214190ab38cf67b5956e5705ec9bd398d0b94e9
260,COMMIT,documentation -> generating code comments,https://github.com/lumo-tech/lumo/commit/e272579aa3614ed61dfefdcd46e938936890a85c
266,COMMIT,software quality -> refactoring,https://github.com/otiai10/openaigo/commit/a98f5ef267ccf091eab7e2ec664cf7fbcce30e2e
267,COMMIT,software quality -> testing -> generating tests,https://github.com/lumo-tech/lumo/commit/fe4c3bc613fbc6fa907a14e6bf15e460843fc3f1
268,COMMIT,documentation -> generating code comments,https://github.com/lumo-tech/lumo/commit/cd8e186955ab9f5bca495367e57de00760d0d266
269,COMMIT,documentation -> generating code comments,https://github.com/lumo-tech/lumo/commit/9e04a6ed2aeb78bd943601cef591c7b839f9cd89
271,COMMIT,documentation -> generating code comments,https://github.com/lumo-tech/lumo/commit/6d0194298800f59c1a14f1fb85b7357a13c19f16
275,COMMIT,documentation -> internationalization support,https://github.com/guokaigdg/react-enterprise-template/commit/a9940cae82649e208adf4b0c416c39957dd7a915
277,COMMIT,documentation -> improving writing,https://github.com/techmovie/easy-upload/commit/fcec1712dee87ea5abcd2c7b2c76cd7a1701d3eb
281,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/vcmi/vcmi/commit/c47b2351a3cde40d12922fba48fab60d1036e99e
288,COMMIT,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/fluxninja/aperture/commit/70a6863515ebfd7cf7902ee7cf3c24228185eba2
291,COMMIT,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/fluxninja/aperture/commit/8966343a1d519a250c8cf8a2f802b00ad13d3c52
292,COMMIT,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/fluxninja/aperture/commit/e4a2e30b82454cb7568da579a6d6992beb57c73d
298,COMMIT,software quality -> refactoring,https://github.com/eventlab-projects/com.quickvr.quickbase/commit/1317747d2e8bf7b8fa5eafd8160fc7d165307d5a
305,COMMIT,software quality -> testing -> generating tests,https://github.com/the-moisrex/webpp/commit/911bad597c83410bb6b5aee7a27f8c1dba3a81a8
308,COMMIT,documentation -> improving writing,https://github.com/ppi-ag/deep-sampler/commit/3b122c7b2ba3ffb5c357c86f7e88d30c2ebced81
311,COMMIT,software quality -> testing -> generating tests,https://github.com/madflojo/tarmac/commit/fce61d4626a490d30ac835e6df1de41bee131658
312,COMMIT,documentation -> improving writing,https://github.com/v6d-io/v6d/commit/a9c9d0a6f1fb3be6fa084bacf462decb8f264df6
313,COMMIT,software quality -> testing -> generating tests,https://github.com/pradyotprksh/development_learning/commit/b3ed48f88d3b11ca3d09b46a013d6465e9a68cd4
314,COMMIT,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/calleric/swift/commit/776930283af7e78585a763f38f633ad47af05cea
315,COMMIT,documentation -> improving writing,https://github.com/ttionya/vaultwarden-backup/commit/a4d25b0c2409adfcbb6074541a2e89f8114e2df9
327,COMMIT,feature implementation/enhancement -> implementing a new feature,https://github.com/kivy/kivy/commit/7f23e32441077ad51cd6df055894d10adea03a1f
331,COMMIT,documentation -> improving writing,https://github.com/rui314/mold/commit/46288758a0b6f40a4505f14ea0c95fd06cd10ccb
334,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/vuestorefront/storefront-ui/commit/3e2e99ed34f69e3e49e09b915eeaff0b05ed7b47
338,COMMIT,documentation -> improving writing,https://github.com/agbrs/agb/commit/5ad2ad092eafd5e0cf4d06b52c242dbb54442487
339,COMMIT,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/sayedihashimi/sayed-samples/commit/b67a11ebccdeadbaa055ba3b563b6f9a51a49f16
343,COMMIT,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/statico/magic8ball/commit/7838651d58fbbffc300a4b0f2bb5f7ef1cdb6ddc
347,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/machinewrapped/gpt-subtrans/commit/499ddb283277ed1211893e3a58d1cc9df3e23341
348,COMMIT,software quality -> refactoring,https://github.com/brunoamaral/gregory/commit/7c64debb39fdf3a5efa97972d4da8200b9a530dd
349,COMMIT,generating/manipulating data,https://github.com/dodona-edu/dodona/commit/fd2557976a032571df0bec10cdb5de0ea9053765
354,COMMIT,feature implementation/enhancement -> implementing a new feature,https://github.com/ljacobsson/sam-patterns-cli/commit/ed657a0424775b74d88685fa6ec3d72e210ee2c3
356,COMMIT,software quality -> fixing -> functional bugs,https://github.com/arnog/mathlive/commit/a72ed1cd18270abfdc1e78c89b93ec44976c73d4
357,COMMIT,software quality -> code review -> spotting bugs,https://github.com/rqlite/rqlite/commit/25d0d39ed104ad76d78a37c3bc6d215335d2f248
358,COMMIT,documentation -> generating code comments,https://github.com/cicadahq/cicada/commit/cc21e8859975b97747f85c3e6f423990e501eaae
359,COMMIT,feature implementation/enhancement -> feature enhancement,https://github.com/rqlite/rqlite/commit/95a689b3cf6b574e66ff808c7f9aa60901592c6b
360,COMMIT,software quality -> code review,https://github.com/rqlite/rqlite/commit/366cb0cc53f9f9dbab1db379306b13b0b3ec6a48
361,COMMIT,development environment -> continuous integration -> implementing/fixing jobs/actions,https://github.com/istvan-ujjmeszaros/bootstrap-touchspin/commit/f115ca7b1fabcfb1d53d23d2a4455c490064110b
362,COMMIT,software quality -> fixing -> functional bugs,https://github.com/supertokens/supertokens-golang/commit/026e942008a929d261ba8ed66ba12fbab3d7a7af
366,COMMIT,software quality -> refactoring,https://github.com/spotlightpa/almanack/commit/955fc76bf4b6e47fd7f424ff407cdfb7117998f9
367,COMMIT,generating/manipulating data,https://github.com/dodona-edu/dodona/commit/9efb97f8f396038c96566a4a5fad543d80b60d85
368,COMMIT,documentation -> generating code comments,https://github.com/klintcheng/kim/commit/9fbf1f90fab2153391ad21e65e5fd1b7887e47af
371,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/sagemathinc/cocalc/commit/dfede90e55ab655880eb3a4c2b91fb99bceb9ef4
372,COMMIT,development environment -> continuous integration -> implementing/fixing jobs/actions,https://github.com/apache/arrow-datafusion-python/commit/9688d57417f7dd17535cac84cc20b6cb4c6c47e3
374,COMMIT,documentation -> improving writing,https://github.com/fredrikaverpil/creosote/commit/5212588a42d6e3d25d7b755cf4403712ccd1062a
377,COMMIT,learning -> how to use a library/framework/tool -> database querying,https://github.com/tyrchen/db-schema/commit/9e3ff9b727a7d33c83fb7cdf530a5e966752ce26
379,COMMIT,feature implementation/enhancement -> feature enhancement,https://github.com/calleric/swift/commit/0475f191662b7539130801e8541bd624f6db902f
382,COMMIT,documentation -> improving writing,https://github.com/vnglst/koenvangilst.nl/commit/9348d8cd4118599431f2939edc5abd1a6f3f86a4
386,COMMIT,software quality -> refactoring,https://github.com/luffy-xu/huskygpt/commit/67c1731fdf47b1f11b0f60d1cf11cdacb02d9e8a
387,COMMIT,"software quality -> code review,software quality -> fixing -> performance-related",https://github.com/pingcap/tidb/commit/f77f74b1fdefa89cde5d5a1205163a9e616ad2af
392,COMMIT,software quality -> fixing -> performance-related,https://github.com/basilioss/mdt/commit/da45479fcfc3746d5e70735670f639c5c82fb8ed
393,COMMIT,software quality -> fixing -> functional bugs,https://github.com/shahnk19/gpt-comrade/commit/e9e0c72e2ad941254d36d37fd598ec769ea88bff
394,COMMIT,feature implementation/enhancement -> feature enhancement,https://github.com/lucidrains/toolformer-pytorch/commit/c0e07c7f2476d47009a344b4f53a15c414a4baf5
395,COMMIT,feature implementation/enhancement -> implementing a new feature,https://github.com/supertokens/supertokens-ai/commit/863aee5bbcddf68a6ce1a36642a727c75185c2d0
396,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/supertokens/supertokens-ai/commit/29a49688e035ae99621dcfb426bb59078248b799
397,COMMIT,documentation -> generating code comments,https://github.com/folaoluwafemi/rich_text_editor_controller/commit/6da6b5ddbd27e76324c24e27b2f91f31b8185e62
398,COMMIT,documentation -> generating readme,https://github.com/derwiki/go-chatgpt/commit/9354a7deb9e1a2793fa62777022e7c9cadb8e20d
399,COMMIT,software quality -> refactoring,https://github.com/derwiki/go-chatgpt/commit/2300d5c2d722c5064d552af2757ac8bc7cba2656
402,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/coryetzkorn/twitter-algorithm/commit/7fc08623c97a42b2896faab4e3030f155857d8ab
411,COMMIT,documentation -> improving writing,https://github.com/furiosa-ai/furiosa-sdk/commit/801b025694f764d9a712c9326c5ee01d4d0648e5
412,COMMIT,documentation -> improving writing,https://github.com/sidhantpanda/docker-express-typescript-boilerplate/commit/6ba4d1af1deb19ad6aa4b83cb5366210b70c4852
414,COMMIT,feature implementation/enhancement -> implementing a new feature,https://github.com/ccc111b/cpu2os/commit/e6570c9d1dc67acca6b10be5e92d6c85333153c0
418,COMMIT,documentation -> generating readme,https://github.com/chronark/highstorm/commit/36fa84512a3b0552674d4df9a686db6d94f8685a
419,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/foodcoops/foodsoft/commit/f2d5936cf07e1bdeb8742c302174f24e9f0957a2
420,COMMIT,feature implementation/enhancement -> feature enhancement,https://github.com/oliveirabruno01/babyagi-asi/commit/365eee6599a967069d8c08908623cd55b2cb552f
422,COMMIT,documentation -> generating readme,https://github.com/jetpack-io/devbox/commit/677ce02659ceceb455463258d0209e85f38620fa
424,COMMIT,"software quality -> code review,software quality -> refactoring",https://github.com/unitaryfund/qrack/commit/88933e0e1a5547bcc5bb9f1f9346c868e003b53f
429,COMMIT,documentation -> improving writing,https://github.com/botika/prisma-generator-nestjs-dto/commit/6fc66bba27ea4e03e360c5beaf8fbc4e731cff39
430,COMMIT,feature implementation/enhancement -> migrating/reusing via programming language translation,https://github.com/1j01/textual-paint/commit/6a943389bed96ef166c3f10ad31a7032146fff18
433,COMMIT,feature implementation/enhancement -> implementing a new feature,https://github.com/vcmi/vcmi/commit/494f4eaa3fa2a37a8a759e90df3b55c1b2eec3ca
434,COMMIT,software quality -> refactoring,https://github.com/gallery-so/go-gallery/commit/bd26b70c67bd2c1f573b35dd8abc28689ae67354
436,COMMIT,documentation -> improving writing,https://github.com/datagrok-ai/public/commit/2da54bc27303d552c512cd350b84fcc99e9f5ff2
437,COMMIT,software quality -> testing -> generating tests,https://github.com/shilomagen/passport-extension/commit/78a51f76e732a996978cd3c84b0127f9d69e056b
438,COMMIT,feature implementation/enhancement -> implementing a new feature,https://github.com/attestate/kiwistand/commit/d194e95da94f72e5084c7ac78ea69823f06e173e
440,COMMIT,documentation -> generating code comments,https://github.com/appsmithorg/appsmith/commit/25513d169cf8415b649976d6164002c984144d7d
441,COMMIT,feature implementation/enhancement -> implementing a new feature,https://github.com/facebook/sapling/commit/45c8d5e5f0453066163e275d10212cd1d7cb7c50
443,COMMIT,documentation -> generating code comments,https://github.com/esensible/silkflow/commit/7d7769990708a47ebf6d2fa1a399529603e0d8f4
444,COMMIT,documentation -> improving writing,https://github.com/bellingcat/instagram-location-search/commit/a07a0e184718c812c20d832660e3f66d70410335
453,COMMIT,documentation -> improving writing,https://github.com/andob/timelineview-v2/commit/7c13d7bace18ada32b463f8b57025cd39a155dae
454,COMMIT,software quality -> testing -> generating tests,https://github.com/the-moisrex/webpp/commit/56a4236d122c936154bceac9db89b2d622a38e9f
459,COMMIT,documentation -> improving writing,https://github.com/thasup/microservices-ecommerce/commit/2a8d015851a4c67f883178bd4438b483251e2cd5
460,COMMIT,documentation -> improving writing,https://github.com/thasup/microservices-ecommerce/commit/70ac713ded3fb23d7d2da3c841c0c459cafb8c8d
466,COMMIT,feature implementation/enhancement -> implementing a new feature,https://github.com/facebook/sapling/commit/2b5e468de7e64ab78b57cea73ee798e2e31a8003
472,COMMIT,development environment -> continuous integration -> generating/updating docker container,https://github.com/jmarsh24/tangotube/commit/f0cc474126b27602cee94d26fdf5474b58a2eb36
473,COMMIT,development environment -> continuous integration -> generating/updating docker container,https://github.com/jmarsh24/tangotube/commit/fb744c10d45297abd288d138d08fdd097ab3a92d
474,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/1j01/textual-paint/commit/848db8180b2cbd38fe83b7ec22ca5249158499c3
480,COMMIT,documentation -> improving writing,https://github.com/10up/classifai/commit/3fab996f48e86d1e639013c839d2e62a68958aef
482,COMMIT,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/ecraft2learn/ai/commit/af589e644a51457c3f5f0fd3b50d10062251ff03
483,COMMIT,feature implementation/enhancement -> feature enhancement,https://github.com/bradharding/doomretro/commit/471b7d915eb905b2cfce01b63d31eedaf645a7d8
490,COMMIT,feature implementation/enhancement -> implementing a new feature,https://github.com/janoist1/saga-toolkit/commit/3b7dbc36ccbf5b0dae849535b5f180fb7c0d1146
491,COMMIT,development environment -> continuous integration -> implementing/fixing jobs/actions,https://github.com/rime/rime-cantonese/commit/fa948cd2c08bd4faf4df9c64c785ec34ccf53c39
495,COMMIT,generating/manipulating data,https://github.com/pbui/bobbit/commit/089fc145ff7399fa78576331a4352e83b0887665
499,COMMIT,feature implementation/enhancement -> implementing a new feature,https://github.com/ecraft2learn/ai/commit/742f24ce0dd9703cfd4b09b752e90001773ff7b7
505,COMMIT,feature implementation/enhancement -> implementing a new feature,https://github.com/pasudo123/software-zero-to-all/commit/4b1f00077906365e5a3f73575b76309142614a03
506,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/ecency/ecency-mobile/commit/a1a6e914062fe73b184a00ee55480134e3bd49c8
507,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/ecency/ecency-mobile/commit/6a49611522725cda81c3ab56d7d6bdb99ff29ee8
508,COMMIT,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/peterpeterparker/daviddalbusco.com/commit/e7261ef22da00962705ced18b53776774486b49f
510,COMMIT,software quality -> refactoring,https://github.com/romland/llemmings/commit/880f3db3fa757e6aaaaac71d557b7e2a6feddcb3
511,COMMIT,software quality -> refactoring,https://github.com/touchlesscode/exo/commit/639d903e4a81da5cee178be093d6eb48ade8a346
515,COMMIT,"development environment -> continuous integration -> implementing/fixing jobs/actions,learning -> how to use a library/framework/tool",https://github.com/envoyproxy/gateway/commit/87b3dc0a45c28111fd27bba82e5a5283a5ac410e
517,COMMIT,"software quality -> fixing -> performance-related,software quality -> refactoring",https://github.com/kwebio/kweb-core/commit/b1fc0c68b9b2b1a96b630639419eeeea41fe6583
518,COMMIT,feature implementation/enhancement -> migrating/reusing via programming language translation,https://github.com/1j01/textual-paint/commit/e9494ddf4b40ea0f771d889c0c7eda889086449f
519,COMMIT,documentation -> generating code comments,https://github.com/oaplatform/oap/commit/30205f6375e718350d8c40a21a7b4eaece12c7b5
539,ISSUE,documentation -> generating code comments,https://github.com/bhouston/behave-graph/issues/183
548,ISSUE,development environment -> continuous integration -> generating/updating docker container,https://github.com/n3d1117/chatgpt-telegram-bot/issues/1
557,ISSUE,documentation -> improving writing,https://github.com/ddev/ddev/issues/4439
558,ISSUE,feature implementation/enhancement -> implementing a new feature,https://github.com/androslee/compose_symphony_parser/issues/17
574,ISSUE,software quality -> code review,https://github.com/diesel-rs/diesel/issues/3449
577,ISSUE,process -> release planning,https://github.com/go-go-golems/glazed/issues/50
588,ISSUE,software quality -> refactoring,https://github.com/cucumber/cucumber-jvm/issues/2666
592,ISSUE,learning -> how to use a library/framework/tool,https://github.com/jupyter-widgets/ipywidgets/issues/3657
605,ISSUE,learning -> how to use a library/framework/tool,https://github.com/mvantellingen/python-zeep/issues/1354
608,ISSUE,"software quality -> code review,software quality -> fixing -> functional bugs",https://github.com/cocktailpeanut/breadboard/issues/14
616,ISSUE,feature implementation/enhancement -> feature enhancement,https://github.com/pyodide/pyodide/issues/3436
617,ISSUE,development environment,https://github.com/dusty-nv/jetson-containers/issues/214
623,ISSUE,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/wgpu-mc/wgpu-mc/issues/64
625,ISSUE,software quality -> fixing -> functional bugs,https://github.com/slackapi/bolt-js/issues/1715
626,ISSUE,process -> automating commit/issue/PR creation -> creating commit/issue/PR description -> confirming observed bug,https://github.com/gofiber/fiber/issues/2301
628,ISSUE,software quality -> fixing -> functional bugs,https://github.com/kohya-ss/sd-webui-additional-networks/issues/43
631,ISSUE,software quality -> code review,https://github.com/numbersprotocol/capture-lite/issues/2510
632,ISSUE,software quality -> refactoring,https://github.com/numbersprotocol/capture-lite/issues/2511
636,ISSUE,learning -> how to use a library/framework/tool,https://github.com/timothybrooks/instruct-pix2pix/issues/28
639,ISSUE,development environment -> setting/implementing a new configuration file,https://github.com/gophish/gophish/issues/2737
643,ISSUE,documentation -> generating user guide,https://github.com/pwncollege/dojo/issues/132
650,ISSUE,software quality -> refactoring,https://github.com/numbersprotocol/capture-lite/issues/2516
651,ISSUE,learning -> how to use a library/framework/tool,https://github.com/meganz/sdk/issues/2631
653,ISSUE,learning -> how to use a library/framework/tool -> generating code examples,https://github.com/tibdex/github-app-token/issues/66
658,ISSUE,software quality -> fixing -> functional bugs,https://github.com/mat-sz/filedrop-web/issues/20
660,ISSUE,software quality -> fixing -> supporting debugging,https://github.com/rootzoll/raspiblitz/issues/3640
662,ISSUE,feature implementation/enhancement -> migrating/reusing via programming language translation,https://github.com/sindresorhus/win-wallpaper/issues/7
666,ISSUE,software quality -> fixing -> supporting debugging,https://github.com/askrella/whatsapp-chatgpt/issues/20
675,ISSUE,feature implementation/enhancement -> finding an api for a given task,https://github.com/catcombo/jira2markdown/issues/17
676,ISSUE,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/ray-project/ray/issues/32213
680,ISSUE,learning -> how to use a library/framework/tool,https://github.com/spring-cloud/spring-cloud-stream/issues/2643
686,ISSUE,learning -> how to use a library/framework/tool,https://github.com/latchset/mod_auth_mellon/issues/117
696,ISSUE,development environment -> setting/implementing a new configuration file,https://github.com/geerlingguy/pi-cluster/issues/4
716,ISSUE,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/talent-connect/connect/issues/658
723,ISSUE,software quality -> fixing -> functional bugs,https://github.com/keycloak/keycloak/issues/17101
729,ISSUE,learning -> how to use a library/framework/tool,https://github.com/shaka-project/shaka-player/issues/5015
731,ISSUE,generating/manipulating data,https://github.com/projectdiscovery/subfinder/issues/763
733,ISSUE,learning -> how to use a library/framework/tool,https://github.com/django-oscar/django-oscar-paypal/issues/291
734,ISSUE,learning -> how to use a library/framework/tool,https://github.com/giampaolo/psutil/issues/2205
